,ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
819,1,1,0,7,8,0,0,1,0,0,5,5,0,0,12,Germany,280,9,8,1,0,207.792,No
820,10,0,0,60,10,0,49,0,0,0,0,0,0,0,0,California,122,5,15,11,0,710.372,No
821,2,0,1,3,0,4,0,0,0,0,9,0,0,0,0,Austria,31,8,9,3,0,195.858,No
822,3,1,0,546,148,0,38,0,0,0,14,0,0,0,2,Australia,247,8,9,2,1,291.915,No
823,7,2,0,30,0,0,0,0,0,0,3,0,0,0,0,California,209,9,7,7,0,230.789,No
824,1,0,0,19,0,0,0,0,0,30,0,0,0,38,41,California,5,9,8,1,0,103.896,No
825,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,Georgia,0,0,2,2,0,25.974,Yes
826,1,0,0,57,6,0,112,1,0,364,0,0,0,146,107,Florida,6,9,8,1,0,103.896,No
827,3,0,0,12,1,0,0,0,0,5,0,0,0,0,7,Canada,0,2,4,3,0,214.006,Yes
828,3,0,1,23,0,0,0,0,0,4,0,1,0,4,1,District of Columbia,0,1,2,4,0,103.896,Yes
829,2,0,0,18,1,0,7,0,0,0,0,0,0,0,0,California,38,5,4,2,0,103.896,Yes
830,51,1,2,59,69,0,2,1,0,0,0,2,0,0,0,Brazil,235,8,11,53,0,2605.759,No
831,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nigeria,17,2,2,7,0,181.818,Yes
832,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,Australia,0,1,2,1,0,25.974,Yes
833,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Florida,0,9,8,1,0,103.896,No
834,6,0,0,2,5,0,0,0,0,0,0,1,0,0,2,Egypt,15,2,2,6,0,155.844,Yes
835,1,0,0,23,3,0,0,0,0,0,0,2,0,0,1,Jordan,31,1,3,7,0,158.769,Yes
836,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Illinois,0,9,8,1,0,103.896,No
837,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Florida,44,2,4,9,0,199.732,Yes
838,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vietnam,0,0,1,1,0,12.987,Yes
839,4,0,0,17,30,2,0,0,0,1,0,0,0,0,5,Spain,149,9,3,4,0,155.844,No
840,16,1,0,2,70,1,83,1,0,0,0,0,0,0,2,Bulgaria,257,9,17,16,0,923.871,No
841,2,0,0,12,44,1,29,0,0,16,0,0,0,0,5,Illinois,252,9,2,2,0,96.72,No
842,4,1,0,44,315,0,4,0,0,87,5,0,0,0,0,Canada,31,1,10,4,0,435.851,No
843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,0,0,1,1,0,12.987,Yes
844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Iraq,63,3,2,1,0,25.974,Yes
845,2,0,0,94,38,0,58,0,0,0,0,0,0,0,12,Florida,17,7,7,1,0,89.232,No
846,6,0,0,8,2,0,0,0,0,0,5,0,0,0,4,Colombia,9,1,11,6,0,602.03,No
847,1,0,0,14,0,0,0,0,0,13,0,0,0,25,0,Canada,58,9,8,1,0,90.649,No
848,1,0,0,4,8,0,0,0,0,6,0,0,0,0,0,California,149,6,2,1,0,25.974,Yes
849,6,0,0,28,22,1,0,1,0,0,0,0,0,0,64,Australia,223,8,12,6,0,470.106,No
850,2,0,0,31,20,0,37,0,0,0,0,0,0,0,30,Australia,181,9,10,2,0,133.393,No
851,1,0,0,17,8,0,0,0,0,0,0,0,0,0,2,United Kingdom,0,4,5,1,0,64.935,Yes
852,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,Russia,12,8,4,1,0,51.948,No
853,12,0,1,18,10,0,0,0,0,0,3,1,0,0,5,Sweden,9,1,11,13,0,1170.832,No
854,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Iceland,0,8,8,1,0,103.896,No
855,1,0,0,2,2,0,0,0,0,28,0,0,0,0,0,Texas,215,9,6,1,0,62.673,No
856,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,California,0,1,2,2,0,51.948,Yes
857,2,0,0,1,0,0,0,1,0,18,0,0,0,0,6,Indiana,0,9,8,2,0,207.792,No
858,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,France,0,9,8,2,0,207.792,No
859,7,1,0,93,229,0,37,0,0,0,0,0,0,62,12,Poland,237,9,8,7,0,589.563,No
860,3,0,0,7,0,0,0,0,0,0,10,0,0,0,0,Germany,29,1,9,3,0,313.638,No
861,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austria,4,0,9,3,0,310.362,No
862,7,0,0,95,50,0,75,0,0,4,0,13,0,0,41,Colorado,49,8,11,7,0,706.407,No
863,11,1,1,22,7,0,79,0,0,0,0,0,0,0,0,Canada,7,8,8,12,0,1246.752,No
865,3,0,0,29,0,0,0,0,0,0,0,0,0,0,79,France,62,8,8,3,0,104.351,No
866,6,34,0,14,26,1,0,0,0,0,2,6,0,0,0,Belgium,34,3,5,4,0,1459.25,Yes
867,7,0,0,10,15,0,0,0,0,0,4,0,0,0,2,Philippines,20,7,8,7,0,311.688,No
868,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,36,8,9,6,0,623.363,No
869,1,0,0,5,8,0,0,1,0,0,0,0,0,0,2,Florida,91,4,2,1,0,25.974,Yes
870,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Florida,30,8,9,7,0,715.104,No
871,14,1,0,36,270,0,20,0,0,4,28,1,0,0,1,Australia,124,8,13,14,0,1779.479,No
872,6,0,0,4,70,0,0,0,0,1,0,0,0,0,3,Albania,212,8,11,6,0,313.001,Yes
873,4,0,0,11,1,3,0,0,0,24,0,0,0,12,23,United Kingdom,40,1,9,4,0,403.481,No
874,2,0,0,28,1,0,0,0,0,0,0,0,0,0,0,Louisiana,0,4,5,2,0,129.87,Yes
875,4,0,0,10,10,0,2,0,0,0,8,0,0,6,6,California,195,8,11,4,0,327.795,No
876,5,0,0,15,1,0,0,1,0,8,5,1,0,0,12,Spain,227,7,10,5,0,371.124,No
877,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,0,0,1,1,0,12.987,Yes
878,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,0,4,5,3,0,194.805,Yes
879,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Vietnam,27,1,1,1,4,23.335,Yes
880,11,3,1,52,37,0,50,0,1,0,0,2,0,0,0,Portugal,22,0,10,13,0,1337.557,No
881,1,0,0,4,4,0,0,1,0,0,0,0,0,0,13,Alabama,169,6,2,1,0,25.974,Yes
882,7,0,0,13,5,0,78,0,0,0,0,0,0,0,0,Albania,65,4,5,5,0,227.175,Yes
883,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,Brazil,1,0,1,1,0,12.987,Yes
884,1,0,0,24,8,0,25,0,0,12,0,0,0,0,0,Illinois,0,8,8,1,0,103.896,No
885,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,Belgium,1,5,9,3,0,236.093,No
886,21,0,1,63,93,2,153,1,30,0,5,4,0,0,93,France,94,3,12,25,0,1861.847,No
887,4,0,0,26,7,1,0,1,0,46,5,2,0,0,2,Canada,14,8,8,5,0,519.48,No
888,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,California,87,3,1,1,0,12.987,Yes
889,10,0,0,26,3,1,0,0,0,0,0,0,0,0,0,Belgium,253,8,9,10,0,524.407,Yes
890,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,2,0,3,8,0,207.701,Yes
891,10,0,0,3,0,0,0,0,0,0,0,3,0,0,4,Australia,29,1,8,11,0,510.965,Yes
892,3,1,0,9,10,1,0,0,0,0,0,2,0,0,0,Czechia,77,2,1,3,0,38.961,Yes
893,1,0,0,4,0,1,0,0,0,0,0,0,1,0,2,Pakistan,0,0,1,1,0,12.987,Yes
894,1,0,0,3,10,0,0,0,0,0,0,0,0,0,0,Illinois,147,5,2,1,0,12.987,Yes
895,8,1,0,14,0,0,0,0,0,0,0,0,0,9,0,Canada,97,3,14,8,0,587.73,No
896,17,0,0,2,87,0,188,0,0,3,54,3,0,0,1,British Virgin Islands,46,1,10,17,0,1519.362,No
897,4,0,0,4,22,0,0,0,0,2,0,0,0,0,0,Louisiana,178,8,9,4,0,307.749,No
899,114,17,0,132,119,2,114,0,6,0,35,3,0,0,206,Australia,172,5,11,116,0,9989.018,No
900,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Louisiana,30,1,2,1,0,19.474,Yes
901,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,Illinois,30,8,9,4,0,415.558,No
902,13,5,0,42,54,0,0,0,0,0,0,0,0,0,0,Indonesia,218,8,9,14,0,1297.062,No
903,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,Connecticut,0,3,4,1,0,51.948,Yes
904,9,1,2,38,0,0,0,1,0,0,0,0,0,0,0,Virginia,39,1,2,11,0,142.818,Yes
906,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alabama,5,0,9,1,0,103.896,No
907,1,0,0,13,0,0,0,0,0,98,0,0,0,2,0,Canada,0,7,8,1,0,103.896,No
908,2,8,0,19,0,0,0,1,0,2,0,0,0,0,8,India,163,5,3,6,0,127.14,Yes
909,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Florida,21,9,7,3,0,272.727,No
910,1,0,0,14,4,0,0,0,0,16,0,0,0,0,0,Florida,92,7,5,1,0,64.935,No
911,1,1,0,1,25,0,0,0,0,3,6,0,0,0,4,California,1,0,7,2,0,155.623,Yes
912,1,0,0,5,0,1,0,1,0,66,0,0,0,7,0,Bangladesh,8,4,9,1,0,88.062,No
913,2,0,0,26,2,0,0,1,0,4,1,0,0,0,55,Brazil,20,4,4,2,0,103.896,Yes
914,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Georgia,23,5,5,3,0,194.805,Yes
915,4,1,0,2,13,0,2,1,0,3,1,0,0,0,0,California,39,1,4,3,0,116.883,Yes
916,3,0,0,17,0,0,0,1,0,0,0,0,0,20,0,New Jersey,221,8,1,3,0,38.961,No
917,1,0,0,21,0,0,0,0,0,2,0,0,0,0,2,California,70,6,2,1,0,25.974,No
918,2,0,0,163,0,0,0,0,0,0,0,0,0,1,0,United Kingdom,1,8,8,2,0,207.792,No
919,0,0,0,2,11,0,0,1,0,0,0,0,0,0,0,Bulgaria,31,1,1,1,0,12.987,Yes
920,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,California,0,0,1,1,0,12.987,Yes
921,1,0,0,40,4,0,0,1,0,0,0,0,0,0,6,Australia,11,1,2,1,0,25.974,Yes
922,2,0,0,12,2,0,0,0,0,10,3,0,0,2,0,South Africa,30,3,5,1,1,62.296,Yes
923,1,0,0,6,7,0,0,1,3,16,0,0,0,10,0,France,7,1,2,1,0,25.974,Yes
924,1,0,1,2,0,0,0,0,0,9,2,1,0,0,10,Portugal,194,6,4,2,0,96.096,Yes
925,18,13,0,6,135,0,0,0,13,0,10,4,0,0,0,Austria,238,8,10,18,0,1171.664,No
926,2,0,1,1,2,0,0,0,0,11,0,0,0,0,0,California,0,8,8,3,0,311.688,No
927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,41,4,4,1,0,51.948,Yes
928,1,0,0,38,58,1,9,0,3,0,0,0,0,0,0,Belgium,88,8,5,1,0,64.935,No
929,13,0,0,178,17,1,30,0,0,1,0,1,0,0,6,Illinois,174,6,8,13,0,714.506,Yes
930,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,Philippines,10,0,1,2,0,25.974,Yes
931,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,Nevada,0,1,2,2,0,51.948,Yes
932,24,1,0,123,16,0,90,0,1,257,2,0,0,3,0,California,202,7,22,24,0,1345.981,No
933,32,1,1,171,100,10,147,0,1,0,2,0,0,0,77,Bosnia & Herzegovina,20,1,20,33,0,2925.221,No
934,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,California,13,4,5,6,0,389.61,Yes
935,1,0,0,20,11,0,0,0,0,2,0,0,0,0,0,Canada,36,6,8,1,0,90.909,No
936,2,0,1,36,1,0,0,0,0,2,0,1,0,0,15,Australia,20,1,1,5,0,64.935,Yes
937,14,0,0,25,82,0,169,0,0,0,0,0,0,0,18,Indonesia,240,8,13,14,0,980.941,No
938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China,72,3,4,2,0,77.922,Yes
939,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,Arkansas,1,0,1,5,0,64.935,Yes
940,1,0,0,27,6,0,3,0,0,48,0,0,0,27,8,California,0,8,8,1,0,103.896,No
941,1,0,0,17,9,0,0,0,0,0,0,0,0,0,0,Switzerland,200,7,2,1,0,12.987,No
942,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Germany,0,1,2,5,0,129.87,Yes
943,2,0,0,35,0,1,0,1,0,0,0,1,0,0,3,Netherlands,7,8,8,2,0,207.792,No
944,14,0,0,163,8,0,19,0,0,0,0,0,0,0,417,Austria,243,8,19,14,0,550.173,Yes
945,2,0,0,39,19,0,29,0,0,0,0,0,0,0,82,Canada,186,6,10,2,0,266.994,Yes
946,1,0,0,16,24,0,2,0,0,0,0,0,0,0,0,Alabama,186,6,1,1,0,12.987,Yes
947,1,0,0,19,4,0,0,0,0,30,0,0,0,6,0,Tennessee,98,8,9,1,0,93.886,No
948,6,0,0,15,1,0,432,0,0,0,0,0,0,2,67,Germany,246,8,10,6,0,470.925,No
949,1,0,0,6,41,0,0,0,0,5,0,0,0,0,7,Sweden,38,8,7,1,0,90.909,No
950,1,0,0,16,0,0,0,0,0,4,3,0,0,0,0,Kansas,0,0,1,1,0,12.987,Yes
951,1,0,0,5,0,0,0,1,0,20,0,0,0,0,2,Florida,6,3,2,1,0,25.974,Yes
952,1,0,0,1,0,0,0,0,0,7,0,0,0,0,1,Illinois,3,8,8,1,0,103.896,No
953,9,0,0,55,74,4,77,1,10,2,0,0,0,70,113,France,7,8,8,9,0,935.064,No
954,6,0,0,99,0,1,0,1,0,0,16,0,0,0,0,California,13,8,7,6,0,545.454,No
955,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,Colorado,53,2,3,4,0,103.896,Yes
956,2,0,0,12,0,0,0,0,0,4,0,0,0,0,0,Illinois,73,5,4,2,0,103.896,Yes
957,3,8,0,10,39,7,12,1,0,0,0,0,0,0,7,Belgium,125,4,14,3,0,585.494,No
958,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,Ireland,0,0,1,2,5,38.909,Yes
960,5,3,0,15,6,0,0,0,0,0,4,0,0,0,0,Florida,204,7,2,6,0,73.45,No
961,2,0,0,37,2,0,0,0,0,0,0,0,0,0,8,Australia,30,7,9,2,0,207.012,No
962,2,3,0,11,57,0,0,0,0,0,0,0,0,0,0,Australia,50,2,9,4,0,305.058,No
963,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Alabama,188,8,10,10,0,775.983,No
964,1,0,0,3,0,0,0,0,0,101,1,0,0,8,0,California,31,8,9,1,0,102.193,No
965,11,0,0,12,6,2,0,0,0,0,0,3,0,0,0,Philippines,0,0,1,11,0,142.857,Yes
966,4,1,0,3,8,0,0,0,0,0,0,0,0,0,0,Portugal,28,1,9,4,0,403.481,No
967,17,0,0,33,13,1,16,1,0,2,2,1,0,0,13,Estonia,102,3,11,17,0,1347.333,No
968,4,0,0,42,0,0,0,0,0,0,0,0,0,0,1,Florida,138,8,5,4,0,207.792,No
969,1,0,0,1,2,0,0,0,0,6,0,0,0,15,0,California,140,7,6,1,0,58.76,No
970,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Pakistan,1,0,3,6,0,155.818,Yes
971,16,0,0,21,52,0,1,1,0,10,0,0,1,0,23,Canada,233,8,9,16,0,826.072,No
972,0,0,0,28,0,0,0,0,0,16,0,0,0,0,0,New Jersey,1,3,4,1,0,51.948,Yes
973,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,Illinois,84,3,2,1,0,12.974,Yes
974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,0,4,5,1,0,64.935,Yes
975,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,Sweden,175,8,2,5,0,129.87,No
976,41,0,0,7,21,1,346,0,2,3,0,5,1,36,21,Arkansas,153,7,17,41,0,1967.316,No
977,4,0,1,0,0,0,10,1,0,0,0,0,0,0,0,Florida,10,1,1,5,0,0.0,Yes
978,8,0,0,6,16,0,0,0,0,0,3,0,0,0,11,California,12,1,1,1,7,31.096,Yes
979,1,0,0,9,35,1,0,1,0,3,0,0,0,0,12,Switzerland,6,8,7,1,0,90.909,No
980,2,2,0,6,0,2,0,0,0,0,0,0,0,0,0,Canada,0,0,6,3,0,152.477,Yes
981,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,0,0,1,2,0,25.974,Yes
982,4,0,0,35,114,0,113,0,1,161,5,0,0,19,29,Connecticut,181,8,9,4,0,341.445,No
983,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Canada,122,4,7,3,0,151.177,Yes
984,1,0,0,13,7,0,0,0,0,0,0,1,0,0,0,Colombia,127,4,1,1,0,12.987,Yes
985,28,3,0,76,220,1,0,0,19,0,139,30,0,0,154,Spain,54,4,9,30,0,2163.356,No
986,2,2,0,14,5,0,0,0,0,0,0,0,0,0,0,Arizona,48,2,8,2,0,168.558,No
987,11,0,0,5,3,0,0,0,0,0,12,0,0,0,0,Spain,172,6,17,11,0,782.6,No
988,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,Utah,116,5,2,4,0,103.896,Yes
989,6,0,0,149,0,1,0,0,0,0,0,0,0,0,0,Arkansas,97,3,6,5,1,323.791,No
990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,23,1,1,2,0,25.974,Yes
991,1,0,0,43,77,0,0,0,0,0,0,0,0,13,21,Canada,153,8,10,1,0,91.416,Yes
992,9,3,0,12,17,0,0,0,0,0,2,2,0,0,0,Alaska,30,2,11,15,0,1369.55,No
993,2,0,0,108,1,0,31,0,0,0,0,0,0,0,0,Australia,0,8,8,2,0,207.792,No
994,1,0,0,19,0,0,0,0,0,0,0,0,0,1,58,Finland,211,7,1,1,0,12.987,No
995,37,16,0,57,390,1,264,1,40,11,10,5,0,4,344,Alabama,209,7,11,37,0,3546.01,No
996,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,Minnesota,0,1,2,1,0,25.974,Yes
997,2,6,0,6,14,2,0,1,0,11,2,0,0,6,0,Germany,3,3,5,2,0,429.377,Yes
998,12,0,0,40,204,0,198,1,0,2,28,0,0,0,0,Philippines,64,2,6,8,0,159.627,Yes
999,1,0,0,21,12,0,0,0,0,0,0,0,0,0,4,California,7,5,5,1,0,64.935,Yes
1000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Australia,31,5,7,2,0,155.844,Yes
1001,1,0,0,14,6,0,77,0,0,0,0,0,0,0,0,Hong Kong,0,8,7,1,0,90.909,No
1002,2,0,0,29,0,0,0,1,0,2,0,0,0,0,4,Australia,63,6,5,2,0,129.87,Yes
1003,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,Paraguay,5,8,7,3,0,272.727,No
1004,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,New Zealand,31,1,3,2,0,51.948,Yes
1005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Australia,1,0,8,1,0,64.909,Yes
1007,10,3,0,0,40,0,0,0,0,0,0,0,0,0,0,Albania,137,5,4,10,0,382.928,No
1008,1,0,0,30,11,1,19,0,0,0,0,0,1,0,101,Canada,133,6,2,1,0,25.974,Yes
1009,1,4,0,16,0,0,5,0,0,0,0,0,0,0,17,Canada,35,1,7,1,0,259.779,Yes
1010,1,0,0,6,2,0,0,1,0,1,0,0,0,0,0,California,200,8,1,1,0,12.987,No
1011,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,Pennsylvania,1,0,1,3,0,38.961,Yes
1012,1,0,0,1,1,0,0,0,0,24,0,0,0,0,0,Indonesia,1,8,7,1,0,90.909,No
1013,1,0,0,6,0,0,0,1,0,0,0,0,0,0,21,Japan,198,8,1,1,0,12.987,No
1014,7,6,0,46,7,0,0,0,0,0,0,2,0,0,5,Brunei,153,5,3,8,0,101.062,Yes
1015,1,0,0,2,24,0,0,0,0,0,0,0,0,0,0,Indiana,0,7,7,1,0,90.909,No
1016,5,0,0,55,33,0,17,0,0,3,0,1,0,3,24,Germany,12,1,10,5,0,247.481,No
1017,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Illinois,0,3,4,2,0,103.896,Yes
1018,16,2,1,60,32,1,64,1,0,0,0,1,0,0,11,Czechia,154,5,5,17,0,530.712,No
1019,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,Canada,0,8,7,1,2,127.127,No
1020,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,Texas,3,3,3,1,0,38.961,Yes
1021,1,0,0,24,4,0,18,0,0,5,0,0,0,0,2,Australia,104,8,4,1,0,51.948,No
1022,15,29,0,4,80,0,0,1,0,0,0,0,0,0,0,Qatar,64,8,5,6,10,518.96,No
1023,1,1,0,10,0,0,0,1,0,0,0,0,0,0,4,Texas,8,4,4,1,0,51.948,Yes
1024,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Georgia,1,0,4,1,0,38.831,Yes
1025,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Florida,0,2,3,7,0,272.727,Yes
1026,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Illinois,0,4,5,1,0,64.935,Yes
1027,2,0,0,40,3,0,0,0,0,0,0,0,0,0,0,Montana,64,6,4,2,0,103.896,Yes
1028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,0,0,1,2,0,25.974,Yes
1029,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,Texas,0,0,2,2,0,25.844,Yes
1030,1,16,0,183,17,0,0,0,0,0,0,0,0,0,27,Slovenia,39,2,8,17,0,1278.225,No
1031,32,0,0,139,15,0,0,0,0,0,10,1,0,0,12,Egypt,34,7,8,44,0,3990.779,No
1033,22,0,1,0,0,0,0,0,0,0,5,0,0,0,0,Canada,0,0,10,5,18,105.651,Yes
1034,8,1,0,13,31,1,0,0,0,0,0,0,0,0,0,Georgia,19,8,7,10,0,909.09,No
1035,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pakistan,105,8,4,1,0,51.948,No
1036,1,0,0,1,0,0,0,0,0,14,0,0,0,6,0,Arizona,1,5,6,1,0,77.922,Yes
1037,7,0,1,12,39,0,0,0,0,1,0,0,0,0,37,Tennessee,122,8,12,8,0,652.925,No
1038,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,Canada,2,1,4,4,0,53.118,Yes
1039,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,California,30,6,8,3,0,193.193,Yes
1040,1,0,0,2,0,0,0,0,0,0,0,0,0,1,6,United Kingdom,3,8,7,1,0,90.909,No
1041,19,0,0,0,26,10,68,1,0,0,0,0,0,0,0,Poland,228,8,10,19,0,1961.128,No
1042,5,0,0,51,4,0,1,1,0,0,0,0,2,0,74,Florida,25,8,6,5,0,389.61,No
1043,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Michigan,111,6,3,1,0,38.961,Yes
1044,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,United Kingdom,30,6,8,2,0,181.818,No
1045,5,0,0,53,1,0,0,0,0,0,2,0,0,0,35,Spain,49,7,7,5,0,439.92,No
1046,7,1,0,41,16,0,5,0,0,0,0,0,0,0,0,Georgia,17,4,7,7,0,765.661,No
1047,4,4,0,27,27,0,0,0,0,0,3,0,0,0,0,Brazil,166,6,5,4,0,371.891,No
1048,1,0,0,3,0,1,0,0,0,0,0,0,0,0,11,Brazil,0,0,1,1,0,12.987,Yes
1049,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Philippines,1,1,1,1,1,15.574,Yes
1050,2,0,0,1,15,1,0,0,0,3,2,0,0,47,0,California,212,7,4,2,0,49.348,No
1051,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,Egypt,6,0,11,13,0,632.112,Yes
1052,26,9,0,40,1,0,0,0,0,1,0,0,0,0,2,United Kingdom,87,2,16,12,15,817.193,No
1053,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Belgium,32,1,1,1,0,12.987,Yes
1054,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Canada,0,0,1,1,0,12.987,Yes
1055,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,Maine,0,0,1,1,5,25.922,Yes
1056,1,0,0,2,1,0,0,1,0,25,0,0,0,6,3,New York,16,7,7,1,0,90.909,No
1057,4,0,0,25,0,0,0,0,0,0,0,0,0,0,6,New Zealand,233,7,6,4,0,155.844,No
1058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,0,0,1,1,0,12.987,Yes
1059,1,0,0,25,0,0,0,0,0,0,0,0,0,89,9,Netherlands,0,7,7,1,0,90.909,No
1060,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,South Africa,90,4,4,2,0,77.922,Yes
1061,1,0,0,11,0,0,0,0,0,0,0,0,0,0,2,Texas,35,7,8,1,0,90.909,No
1062,27,1,1,281,0,0,758,0,0,0,0,0,0,0,107,Germany,63,5,10,28,0,757.497,Yes
1063,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,Australia,30,1,1,1,0,12.987,Yes
1064,1,0,0,5,1,0,0,0,1,9,0,0,0,0,9,Georgia,4,0,1,1,0,12.987,Yes
1065,10,16,0,13,0,0,0,0,0,0,0,0,0,0,0,New York,10,0,9,3,12,478.27,No
1066,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Alaska,2,0,1,2,0,25.974,Yes
1067,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,California,18,7,7,1,0,90.909,No
1068,2,0,0,15,63,0,0,1,0,1,0,0,0,0,0,California,38,2,4,4,0,233.584,Yes
1069,9,0,0,9,32,0,0,1,0,0,0,1,0,32,0,Maine,8,5,6,9,0,701.298,Yes
1070,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,New Jersey,44,7,6,2,0,155.844,No
1071,1,0,0,3,5,0,0,0,0,31,0,0,0,0,3,Alabama,0,7,7,1,0,90.909,No
1072,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,Thailand,152,6,2,1,0,25.974,No
1073,3,0,0,12,2,0,0,0,0,0,0,0,0,0,0,Nevada,48,1,1,4,0,51.948,Yes
1074,12,0,0,33,220,0,35,0,0,0,0,0,0,0,0,California,100,7,18,15,0,1247.662,No
1075,5,0,0,8,60,0,0,1,0,0,4,0,0,0,8,California,63,7,7,5,0,459.186,No
1076,51,4,0,25,231,0,224,0,0,0,6,0,0,0,0,Arizona,219,7,21,51,0,2741.661,No
1077,1,0,0,22,9,0,0,0,0,48,2,1,0,0,0,Florida,21,1,3,1,0,150.618,Yes
1078,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,6,2,3,3,0,116.883,Yes
1079,1,0,0,3,5,0,0,0,0,6,0,0,0,0,0,Georgia,31,2,4,1,0,38.337,Yes
1080,2,1,0,0,13,0,0,0,0,0,0,0,0,0,0,Canada,5,6,7,2,0,181.818,No
