,ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_screenshots,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
1182,1,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0.0,New Zealand,98,7,3,1,0,38.961,No
1183,5,0,0,1,3,0,0,0,0,2,0,2,0,0,3,1.0,Italy,50,2,3,5,0,126.88,Yes
1184,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,Ohio,0,7,8,3,0,301.808,No
1186,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,France,1,7,7,2,0,181.818,No
1188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,0,9,2,0,176.943,No
1189,8,0,0,133,18,2,80,0,0,0,0,1,0,0,53,0.0,New Zealand,124,7,9,8,0,681.46,No
1190,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.0,Canada,29,7,6,1,0,77.922,No
1191,2,0,0,5,0,1,0,0,0,3,0,0,0,1,0,0.0,Switzerland,0,0,3,2,0,44.122,Yes
1192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,New Zealand,31,6,6,2,0,155.844,No
1193,5,0,0,25,0,0,30,1,0,0,0,0,0,0,0,0.0,France,6,7,6,5,0,389.61,No
1194,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Florida,11,0,2,1,1,15.574,Yes
1196,1,0,0,1,0,1,6,0,0,2,0,0,0,0,2,0.0,Brazil,3,7,6,1,0,77.922,No
1197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,North Macedonia,10,0,4,1,0,38.961,Yes
1198,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,Oregon,0,1,2,1,0,25.974,Yes
1200,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,California,10,7,6,1,0,77.922,No
1201,0,0,0,31,2,0,0,1,0,31,0,0,0,4,0,1.0,California,10,0,7,1,0,75.959,Yes
1202,2,0,0,3,1,0,0,0,0,0,0,0,0,40,0,0.0,Oregon,5,3,4,2,0,103.896,Yes
1203,1,0,0,7,0,0,0,0,0,0,0,0,0,0,5,1.0,United Kingdom,0,0,1,1,0,12.987,Yes
1204,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Illinois,149,7,4,4,0,105.872,No
1206,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,North Carolina,0,2,3,1,0,38.961,Yes
1207,1,0,0,1,0,0,0,0,0,4,0,0,0,0,2,1.0,California,0,2,3,1,0,38.961,Yes
1208,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,Pennsylvania,129,5,1,2,0,25.974,Yes
1209,3,0,0,12,56,0,0,0,0,4,6,0,0,0,1,0.0,Colorado,0,2,8,3,0,241.319,No
1210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Illinois,0,0,1,1,1,15.574,Yes
1212,3,0,0,5,38,0,0,0,0,0,0,0,0,0,0,0.0,Hawaii,4,0,9,2,1,99.853,Yes
1213,4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0.0,Connecticut,127,8,7,4,0,267.02,No
1215,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,Germany,31,7,7,2,0,155.844,No
1216,3,0,0,46,53,0,0,0,0,0,8,0,0,0,0,0.0,California,0,0,8,3,0,216.476,No
1217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Tennessee,0,0,1,1,0,12.987,Yes
1218,1,0,0,141,25,0,128,0,0,0,0,0,0,0,51,0.0,New Zealand,14,2,7,1,0,73.177,No
1220,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,California,0,0,1,2,0,25.974,Yes
1221,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0.0,Australia,43,7,5,1,0,64.935,No
1222,1,0,0,33,20,0,0,0,0,0,0,0,0,0,6,1.0,Texas,5,5,5,1,0,64.935,Yes
1223,7,0,0,15,50,0,0,0,0,0,0,0,0,0,0,1.0,New York,162,7,1,7,0,64.935,No
1226,7,1,1,25,28,0,0,0,0,0,2,0,0,0,0,0.0,Arizona,38,2,9,8,0,520.338,No
1228,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,California,0,0,2,3,0,38.961,Yes
1229,1,0,0,24,8,0,0,0,2,1,0,0,0,1,9,0.0,Belgium,1,7,6,1,0,77.922,No
1231,1,0,0,1,3,0,0,0,0,5,0,0,0,0,0,1.0,Switzerland,63,2,1,1,0,12.987,Yes
1233,1,0,0,31,13,0,78,0,1,0,0,0,0,0,43,0.0,Nevada,39,7,5,1,0,64.935,No
1235,2,0,0,19,15,0,12,0,0,4,0,0,0,0,10,0.0,India,108,4,5,2,0,63.947,No
1236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,Georgia,0,0,1,1,0,12.987,Yes
1238,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Utah,0,0,1,2,0,25.974,Yes
1240,10,0,0,34,9,1,5,1,0,0,0,1,0,0,0,1.0,Georgia,39,7,9,10,0,790.764,No
1241,1,0,0,10,20,0,0,0,0,8,0,0,0,0,4,0.0,Pennsylvania,54,2,7,1,0,55.419,Yes
1242,1,0,0,43,8,0,0,0,0,9,0,0,0,1,0,0.0,California,0,0,7,1,0,77.922,No
1243,6,0,0,33,15,0,0,0,0,0,7,0,0,0,9,0.0,Bahrain,151,7,7,6,0,228.527,No
1246,1,0,0,6,17,0,0,0,1,0,0,0,1,0,5,0.0,Alabama,61,2,6,1,0,70.369,No
1247,3,0,0,24,0,0,0,0,0,1,4,0,0,2,6,1.0,India,1,2,3,3,0,116.883,Yes
1249,6,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0.0,Illinois,178,6,7,6,0,358.137,No
1250,2,0,0,18,8,1,0,0,0,2,0,0,0,1,14,0.0,Germany,23,4,6,2,0,196.248,No
1251,13,1,0,12,4,0,52,0,0,0,0,0,0,0,0,0.0,United Kingdom,92,3,4,13,0,504.491,No
1252,10,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1.0,Brazil,73,7,4,20,0,1038.96,No
1253,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Idaho,2,1,8,3,0,232.856,No
1255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Netherlands,0,0,1,1,0,25.974,Yes
1256,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0.0,California,6,7,6,1,0,77.922,No
1258,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,Australia,0,5,6,1,0,77.922,No
1259,1,0,0,16,4,0,4,0,0,23,0,0,1,0,2,1.0,Alabama,10,7,6,1,0,77.922,No
1260,2,0,0,3,0,0,0,0,0,4,2,0,0,0,5,2.0,Netherlands,30,1,3,2,0,51.948,Yes
1262,1,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0.0,Pennsylvania,8,6,6,1,0,77.922,No
1263,3,1,0,5,9,0,0,0,0,0,7,0,0,0,0,1.0,California,29,1,6,4,0,221.936,No
1265,7,0,0,5,15,0,1,0,0,3,0,0,0,0,1,1.0,Finland,61,2,12,7,0,333.45,No
1266,2,0,0,8,5,0,0,0,0,0,0,0,0,0,0,1.0,Philippines,28,6,5,2,0,129.87,No
1267,11,0,0,4,12,0,0,1,0,0,0,0,0,0,0,0.0,Alaska,12,0,3,12,0,393.471,Yes
1268,1,0,0,13,0,0,0,0,0,21,0,0,0,1,0,0.0,Dominican Republic,45,3,5,1,0,51.831,Yes
1271,15,0,0,27,0,1,107,0,0,0,3,0,0,0,7,0.0,Poland,184,6,6,15,0,338.481,No
1272,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,0,0,4,2,1,47.58,Yes
1273,2,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0.0,Arizona,30,6,7,2,0,151.97,No
1276,1,0,0,11,19,1,4,0,0,7,0,0,0,2,5,1.0,Ukraine,6,5,6,1,0,77.922,No
1278,2,1,0,85,0,1,0,0,0,0,0,0,1,0,2,2.0,Florida,25,2,6,3,0,167.96,No
1279,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1.0,Florida,0,6,5,1,0,64.935,Yes
1280,2,0,0,36,3,0,0,1,0,0,0,0,0,6,0,0.0,United Kingdom,8,2,3,2,0,77.922,Yes
1281,2,0,0,4,0,0,0,0,0,6,0,0,0,1,0,0.0,Mississippi,0,0,1,1,1,15.574,Yes
1282,2,0,0,27,8,0,0,0,0,0,0,0,0,0,56,1.0,California,17,6,6,2,0,155.844,No
1284,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,Hawaii,31,1,4,7,0,172.367,Yes
1285,3,0,1,5,0,0,0,0,0,1,0,0,0,0,3,1.0,Mexico,0,2,7,4,0,282.893,No
1287,1,0,0,106,22,1,0,0,0,0,0,0,0,0,0,1.0,Canada,18,0,5,19,0,210.197,Yes
1288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,New Jersey,0,0,1,1,0,12.987,Yes
1289,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1.0,Florida,116,6,5,4,0,184.795,No
1291,10,0,0,11,5,0,0,0,0,0,7,0,1,0,0,0.0,Colorado,181,6,10,10,0,711.529,No
1294,1,0,0,3,0,0,0,0,0,12,0,0,0,0,4,0.0,Brazil,34,6,5,1,0,64.935,No
1296,1,0,0,10,10,0,26,0,0,22,0,0,0,23,4,0.0,Australia,39,1,7,1,0,73.502,No
1297,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,Arkansas,0,0,2,1,0,25.974,Yes
1299,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,Illinois,2,1,2,1,0,25.974,Yes
1300,3,0,0,47,0,0,12,0,0,0,0,0,0,0,0,0.0,Australia,15,6,6,3,0,233.766,No
1301,4,0,1,13,0,0,0,1,0,0,0,0,0,0,0,2.0,Australia,130,6,8,5,0,297.531,No
1303,3,0,0,1,10,0,0,0,0,0,1,0,0,0,0,1.0,Australia,1,6,6,3,0,233.766,No
1304,1,0,0,3,22,0,0,1,0,2,0,0,0,0,0,0.0,Romania,177,6,5,1,0,64.935,No
1305,1,0,0,21,3,0,0,0,1,0,0,0,0,0,13,1.0,Tennessee,2,2,3,1,0,38.961,Yes
1307,5,1,0,44,23,1,27,1,0,0,0,1,1,15,79,2.0,Australia,18,6,5,6,0,389.61,No
1308,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,Sweden,0,0,7,2,0,155.831,No
1309,5,0,0,10,0,0,0,0,0,0,7,0,0,0,14,0.0,Ohio,3,0,2,5,0,62.283,Yes
1313,1,0,0,4,6,0,0,0,0,2,0,0,1,0,22,0.0,District of Columbia,29,6,6,1,0,59.475,No
1314,1,0,0,1,0,0,0,0,0,39,0,0,0,4,0,1.0,Texas,95,6,6,1,0,66.222,Yes
1315,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Massachusetts,0,0,2,3,0,38.948,No
1317,10,0,0,39,1,1,0,0,0,0,0,0,0,0,17,2.0,Australia,182,6,11,10,1,661.492,No
1318,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Ohio,2,0,1,2,0,25.974,Yes
1320,2,0,0,4,0,0,0,1,0,10,13,0,0,0,8,2.0,Indonesia,10,3,4,2,0,103.896,Yes
1321,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Philippines,181,6,7,3,0,155.818,No
1322,1,0,1,7,0,0,0,0,0,3,0,0,0,0,7,2.0,Netherlands,0,2,3,2,0,77.922,Yes
1323,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0.0,Belgium,30,1,4,1,0,60.905,Yes
1324,1,0,0,2,0,0,0,0,0,1,0,0,0,0,4,1.0,New Jersey,0,0,1,1,0,12.987,Yes
1325,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,Canada,0,0,1,1,0,12.987,Yes
1326,7,0,1,2,15,0,0,0,0,0,13,0,0,0,0,0.0,Kentucky,14,0,8,8,0,605.657,No
1327,10,0,0,34,87,0,83,0,0,0,0,0,0,56,0,1.0,Arkansas,40,1,10,10,0,725.192,No
1328,7,0,0,56,29,0,0,0,0,0,0,0,0,0,0,2.0,Arizona,71,2,8,7,0,455.455,No
1329,1,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,California,30,6,7,1,0,155.844,No
1330,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,9,4,5,4,0,259.74,No
1331,2,0,0,1,0,0,0,1,1,6,8,0,1,2,7,2.0,Italy,16,0,1,1,1,15.574,Yes
1332,7,1,0,70,6,0,0,0,0,0,4,2,0,1,7,0.0,New Zealand,64,5,4,7,0,363.636,No
1333,7,0,0,32,13,0,0,0,0,0,0,0,0,0,20,1.0,Spain,37,4,8,7,0,386.373,No
1335,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1.0,Canada,0,1,2,2,0,51.948,No
1337,24,1,0,0,2,0,18,0,0,0,0,0,0,0,0,0.0,Alabama,120,6,10,24,0,1706.146,No
1339,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1.0,California,78,6,3,3,0,116.883,No
1340,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1.0,Oregon,0,1,2,1,0,25.974,Yes
1344,2,0,0,55,57,0,0,0,0,0,0,0,0,43,0,0.0,Pennsylvania,30,6,7,2,0,155.844,No
1345,1,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0.0,Argentina,144,5,3,1,0,18.902,No
1346,1,0,0,3,0,0,0,0,0,10,0,0,0,13,0,0.0,Massachusetts,64,6,4,1,0,51.948,No
1347,15,0,0,13,1,0,0,0,0,0,1,0,0,0,0,1.0,Australia,67,2,5,22,0,854.503,No
1349,8,0,0,7,46,1,4,1,0,2,0,1,0,0,0,0.0,South Africa,161,5,10,8,0,282.048,No
1350,3,1,0,3,0,0,0,1,0,1,0,0,0,0,0,2.0,Alabama,9,1,2,3,0,77.922,Yes
1351,8,0,0,39,15,1,61,1,0,0,10,1,0,0,39,0.0,Germany,11,3,7,8,0,578.227,No
1353,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,New Zealand,30,5,7,2,0,155.844,No
1354,1,0,0,5,20,0,1,0,0,13,0,0,0,13,0,0.0,California,0,6,6,1,0,77.922,No
1355,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2.0,Florida,75,6,3,2,0,77.922,No
1356,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Philippines,153,6,6,5,0,237.354,No
1357,1,0,0,15,0,0,0,0,0,0,0,0,0,7,0,1.0,Germany,81,6,3,1,0,38.961,No
1358,1,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0.0,El Salvador,2,2,3,1,0,38.961,Yes
1360,1,0,0,55,2,1,0,0,0,2,0,0,0,6,62,1.0,Germany,13,5,1,1,0,12.987,No
1362,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,India,4,0,2,2,0,25.961,No
1364,6,0,0,68,2,0,132,0,1,0,0,0,0,0,4,2.0,Poland,99,6,3,6,0,233.766,No
1365,9,1,0,101,0,0,7,0,2,0,7,0,0,0,5,2.0,Poland,127,5,5,9,0,311.688,No
1367,15,0,0,69,5,0,5,0,3,0,12,0,0,0,6,2.0,Germany,182,6,4,15,0,539.994,No
1369,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.0,Mexico,0,6,6,2,0,155.844,No
1370,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Canada,30,6,9,5,0,375.271,No
1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,El Salvador,30,1,3,4,0,100.854,Yes
1373,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1.0,North Carolina,2,6,6,1,0,77.922,No
1375,2,0,0,5,45,0,0,0,0,0,9,0,0,0,0,0.0,United Kingdom,106,4,8,2,0,682.734,No
1376,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1.0,Pakistan,0,0,1,1,0,12.987,Yes
1377,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,Alabama,28,6,5,2,0,129.87,No
1378,1,0,0,20,0,0,0,0,0,0,0,0,0,0,26,0.0,Australia,32,3,5,1,0,51.948,Yes
1379,1,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0.0,Pennsylvania,1,0,1,1,0,12.987,Yes
1380,4,0,0,25,7,0,4,0,0,0,0,0,0,0,0,1.0,Belgium,23,6,5,4,0,259.74,No
1382,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,6,0,1,1,0,12.987,Yes
1383,7,1,1,7,20,0,1,0,0,0,0,0,0,2,2,1.0,Poland,22,2,6,7,1,440.375,No
1384,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Kentucky,16,1,9,10,0,570.401,No
1385,5,1,0,29,67,0,31,0,0,0,0,0,0,0,10,0.0,Colorado,68,4,3,5,0,194.805,Yes
1386,1,0,0,9,0,0,0,0,0,0,0,0,0,0,2,2.0,Canada,0,0,1,1,0,12.987,Yes
1387,5,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0.0,United Kingdom,0,0,6,6,0,311.558,Yes
1388,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0.0,Bulgaria,0,6,6,1,0,77.922,No
1389,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,India,0,0,1,1,0,12.987,Yes
1390,6,0,0,49,16,0,3,0,0,2,3,1,0,17,1,1.0,Germany,30,6,7,6,0,464.165,No
1391,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0.0,Virginia,0,0,1,1,0,12.987,Yes
1393,5,0,0,27,0,0,89,1,0,0,0,0,1,0,28,0.0,Texas,63,6,4,5,0,259.74,No
1394,6,0,0,13,0,1,0,1,0,0,0,0,0,0,28,0.0,Belgium,13,5,5,6,0,389.61,No
1395,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1.0,United Kingdom,5,4,5,5,0,324.675,No
1396,1,0,0,10,17,0,16,0,0,0,0,0,0,0,0,0.0,Arizona,0,5,6,1,0,77.922,No
1397,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,South Carolina,30,2,4,3,0,112.515,Yes
1398,1,0,0,7,0,1,0,1,0,0,0,0,0,0,5,1.0,Poland,11,6,5,1,0,64.935,No
1400,4,0,0,5,18,2,5,0,0,0,5,0,0,4,0,1.0,Hungary,144,5,2,4,0,50.167,No
1401,1,0,0,3,0,0,0,0,0,18,0,0,0,6,0,0.0,Alabama,9,0,6,1,0,64.532,No
1403,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,Australia,73,3,3,1,0,77.376,Yes
1404,8,1,0,12,17,0,0,0,1,3,0,0,0,0,0,0.0,Canada,139,6,1,9,0,116.883,No
1405,7,4,1,142,18,0,0,0,0,0,1,0,0,0,4,1.0,New Zealand,61,2,13,9,0,464.906,No
1406,1,0,0,4,0,0,0,1,0,21,0,0,0,0,0,0.0,Idaho,26,5,5,1,0,64.935,No
1407,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,New York,163,6,2,1,0,12.987,No
1408,1,0,0,6,2,0,0,0,0,12,0,0,0,1,0,1.0,United Kingdom,0,1,2,1,0,25.974,Yes
1409,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,India,21,1,1,2,0,25.974,Yes
1411,2,0,0,1,0,0,0,0,0,6,0,0,0,2,7,0.0,Russia,0,0,2,2,0,25.974,Yes
1412,16,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0.0,Alabama,0,0,1,16,0,207.792,Yes
1413,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,Colorado,44,2,1,1,0,12.987,Yes
1415,1,0,0,2,0,0,0,0,0,4,0,0,0,1,10,2.0,Canada,29,4,4,1,0,51.948,Yes
1416,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Alaska,1,0,3,1,0,25.805,Yes
1417,2,0,0,14,0,0,0,0,0,0,7,0,0,1,4,0.0,Australia,45,6,6,2,0,121.121,No
1418,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0.0,Germany,30,1,6,4,0,216.853,Yes
1419,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,Michigan,0,5,6,2,0,155.844,No
1420,0,0,0,14,12,0,0,1,0,0,0,0,0,12,0,1.0,Canada,0,1,2,6,0,181.818,Yes
1421,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1.0,Pakistan,0,0,1,2,0,25.974,Yes
1424,3,4,0,24,0,0,1,0,0,0,0,0,0,0,0,0.0,Georgia,173,6,8,3,0,117.585,No
1426,1,1,0,5,0,0,0,0,0,0,0,0,0,2,3,1.0,United Kingdom,0,0,1,3,0,38.961,Yes
1427,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,California,9,5,5,1,0,64.935,No
1428,2,0,0,8,9,0,0,0,0,0,0,0,0,0,13,0.0,Poland,7,1,6,2,0,145.691,No
1430,3,0,0,80,18,0,0,0,0,0,0,0,0,0,54,0.0,Denmark,112,6,2,3,0,77.922,No
1431,2,0,0,1,0,0,0,0,0,0,3,0,0,1,5,1.0,Colombia,1,0,1,2,0,25.974,Yes
1432,4,0,0,14,16,0,0,1,0,0,0,0,0,0,16,0.0,Netherlands,16,6,5,4,0,259.74,No
1433,18,0,0,1,10,0,0,1,0,0,0,0,0,0,0,1.0,Colorado,158,6,2,18,0,415.584,No
1435,8,0,1,64,0,0,0,0,0,0,0,1,0,14,0,1.0,Egypt,40,6,4,9,0,467.532,No
1436,20,0,0,12,63,1,0,0,0,0,4,0,0,0,0,2.0,Canada,161,6,7,20,0,1090.856,No
1437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Minnesota,0,0,1,1,0,12.987,Yes
1440,1,0,0,0,0,0,0,0,0,12,0,0,0,17,0,0.0,Arizona,106,4,6,1,0,51.246,No
1443,2,0,0,3,0,0,0,1,0,0,0,1,0,0,2,1.0,Texas,147,5,2,2,0,25.948,No
1446,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Lithuania,0,5,5,1,0,64.935,No
1447,3,0,0,49,33,0,11,0,0,1,0,0,0,0,0,1.0,Belgium,143,5,1,3,0,38.961,No
1448,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,Australia,34,6,4,1,0,51.948,No
1449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Georgia,0,0,1,1,0,12.987,Yes
1450,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,69,3,5,1,0,38.948,Yes
1451,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Malaysia,30,6,6,2,0,129.87,No
1452,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,California,0,4,5,1,0,64.935,No
1453,2,0,0,91,0,0,0,1,0,0,0,0,0,0,0,0.0,Georgia,3,7,5,2,0,129.87,No
1454,2,4,0,2,0,0,0,0,0,0,6,0,0,0,0,1.0,Minnesota,100,4,5,5,1,180.388,No
1455,1,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,California,89,3,3,1,0,129.87,No
1456,1,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0.0,Kansas,0,6,5,1,0,64.935,No
1457,2,0,0,46,0,0,0,0,0,2,0,0,0,0,0,1.0,Ireland,61,6,6,2,0,106.431,No
1458,22,0,0,144,29,0,0,0,0,2,0,0,0,0,69,0.0,France,130,6,3,22,0,571.363,No
1459,3,2,0,11,83,0,0,1,0,0,0,0,0,4,5,0.0,Portugal,169,6,6,3,0,344.162,No
1460,2,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0.0,United Kingdom,78,6,3,2,0,77.922,No
1461,4,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1.0,Hungary,0,0,7,5,0,316.94,No
1462,2,0,0,6,4,0,0,0,0,0,0,0,0,0,2,1.0,Florida,0,1,2,2,0,51.948,Yes
1465,7,3,0,36,58,0,71,0,0,0,0,0,0,0,0,2.0,California,15,6,5,11,0,714.285,No
1466,5,0,0,147,2,0,0,0,0,0,13,0,0,0,0,0.0,Brazil,0,6,5,6,0,389.61,No
1467,5,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0.0,Georgia,30,1,7,5,0,202.878,No
1470,1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0.0,United Kingdom,47,6,4,1,0,51.948,No
1471,2,0,0,6,7,0,0,0,0,4,0,0,0,0,0,0.0,Florida,174,6,5,2,0,64.935,No
1472,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.0,United Kingdom,5,1,2,3,0,37.401,Yes
1473,2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1.0,Ukraine,0,0,1,2,0,25.974,Yes
1474,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,Louisiana,37,2,1,3,0,38.961,Yes
1477,2,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0.0,Australia,2,0,1,1,0,12.987,Yes
1479,1,0,0,14,5,1,0,0,2,2,0,0,0,0,37,0.0,Netherlands,0,0,1,1,0,12.987,Yes
1480,5,0,0,62,110,0,81,0,0,2,0,1,0,0,3,1.0,Norway,32,5,6,5,0,324.623,No
1481,1,0,0,12,9,0,0,1,0,1,0,0,0,18,0,1.0,Israel,63,2,3,1,0,35.061,No
1483,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.0,Texas,1,2,3,2,0,77.922,Yes
1484,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,Colorado,0,0,6,2,0,129.87,No
1485,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.0,Alabama,28,5,4,1,0,51.948,No
1486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Canada,0,6,5,1,0,64.935,No
1488,1,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0.0,Georgia,11,5,5,1,0,64.935,No
1489,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,Alabama,0,1,2,2,0,51.948,Yes
1490,6,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0.0,Italy,90,5,5,6,0,185.172,No
1491,1,0,0,21,0,0,3,0,0,3,0,0,0,0,18,1.0,Canada,0,5,5,1,0,64.935,No
1493,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0.0,Puerto Rico,32,5,6,1,0,64.675,No
1494,2,0,0,7,1,0,1,0,0,5,0,0,0,0,0,0.0,Michigan,1,5,5,1,1,77.87,No
1496,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Connecticut,1,0,2,2,0,38.961,Yes
1497,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ohio,0,5,5,2,0,129.87,No
1499,10,0,0,11,6,0,0,0,0,21,0,0,0,1,0,2.0,Pakistan,64,5,5,10,0,510.393,No
1500,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0.0,Canada,0,0,1,2,0,25.974,Yes
1501,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Australia,0,0,1,1,0,12.987,Yes
1502,10,0,0,3,42,0,7,0,0,0,0,0,0,0,0,0.0,Brazil,84,2,10,10,0,173.03,No
